Cidade,Faixa_Etaria,Genero,KPI_Volume_Demanda,KPI_Taxa_Conversao,KPI_Score_Propensao
ITAPEVA,22-25 ANOS,MASCULINO,1381.0,0.7024,0.7152
ITAPEVA,26-30 ANOS,FEMININO,885.0,0.3776,0.3626
ITAPEVA,26-30 ANOS,MASCULINO,962.0,0.3478,0.3558
ITAPEVA,31-40 ANOS,FEMININO,871.0,0.1769,0.1732
ITAPEVA,31-40 ANOS,MASCULINO,974.0,0.2018,0.2273
ITAPEVA,41-50 ANOS,FEMININO,403.0,0.0936,0.1032
ITAPEVA,41-50 ANOS,MASCULINO,500.0,0.1301,0.1486
ITAPEVA,51-60 ANOS,FEMININO,141.0,0.0552,0.0602
ITAPEVA,51-60 ANOS,MASCULINO,257.0,0.0925,0.0992
ITAPEVA,61-70 ANOS,FEMININO,39.0,0.0264,0.0318
ITAPEVA,61-70 ANOS,MASCULINO,112.0,0.0528,0.0501
ITAPEVA,71-80 ANOS,FEMININO,4.0,0.0069,0.0085
ITAPEVA,71-80 ANOS,MASCULINO,25.0,0.0181,0.0202
ITAPEVA,81-90 ANOS,FEMININO,0.0,0.0,0.0058
ITAPEVA,81-90 ANOS,MASCULINO,4.0,0.0087,0.0072
ITAPEVA,91-100 ANOS,FEMININO,0.0,0.0,0.0
ITAPEVA,91-100 ANOS,MASCULINO,0.0,0.0,0.0058
ITAPEVI,101-120 ANOS,FEMININO,0.0,0.0,0.0
ITAPEVI,101-120 ANOS,MASCULINO,0.0,0.0,0.0
ITAPEVI,18-21 ANOS,FEMININO,796.0,0.9454,0.9438
ITAPEVI,18-21 ANOS,MASCULINO,1838.0,0.9578,0.9504
ITAPEVI,22-25 ANOS,FEMININO,1684.0,0.7508,0.7512
ITAPEVI,22-25 ANOS,MASCULINO,3186.0,0.8182,0.7724
ITAPEVI,26-30 ANOS,FEMININO,1951.0,0.4929,0.499
ITAPEVI,26-30 ANOS,MASCULINO,4388.0,0.6322,0.5507
ITAPEVI,31-40 ANOS,FEMININO,2606.0,0.2901,0.247
ITAPEVI,31-40 ANOS,MASCULINO,6844.0,0.486,0.3739
ITAPEVI,41-50 ANOS,FEMININO,1439.0,0.1803,0.1556
ITAPEVI,41-50 ANOS,MASCULINO,3868.0,0.3326,0.2443
ITAPEVI,51-60 ANOS,FEMININO,463.0,0.1091,0.0865
ITAPEVI,51-60 ANOS,MASCULINO,1312.0,0.1869,0.158
ITAPEVI,61-70 ANOS,FEMININO,128.0,0.0716,0.0605
ITAPEVI,61-70 ANOS,MASCULINO,359.0,0.0976,0.0767
ITAPEVI,71-80 ANOS,FEMININO,13.0,0.0251,0.0189
ITAPEVI,71-80 ANOS,MASCULINO,60.0,0.0362,0.0301
ITAPEVI,81-90 ANOS,FEMININO,4.0,0.0513,0.0324
ITAPEVI,81-90 ANOS,MASCULINO,6.0,0.0155,0.0161
ITAPEVI,91-100 ANOS,FEMININO,0.0,0.0,0.0048
ITAPEVI,91-100 ANOS,MASCULINO,4.0,0.0606,0.0397
ITAPIRA,101-120 ANOS,FEMININO,0.0,0.0,0.0
ITAPIRA,101-120 ANOS,MASCULINO,0.0,0.0,0.0
ITAPIRA,18-21 ANOS,FEMININO,546.0,0.868,0.8776
ITAPIRA,18-21 ANOS,MASCULINO,652.0,0.8883,0.8904
ITAPIRA,22-25 ANOS,FEMININO,629.0,0.6089,0.6312
ITAPIRA,22-25 ANOS,MASCULINO,754.0,0.5956,0.6313
ITAPIRA,26-30 ANOS,FEMININO,401.0,0.2149,0.2983
ITAPIRA,26-30 ANOS,MASCULINO,464.0,0.2348,0.3268
ITAPIRA,31-40 ANOS,FEMININO,358.0,0.0849,0.1714
ITAPIRA,31-40 ANOS,MASCULINO,464.0,0.1122,0.2347
ITAPIRA,41-50 ANOS,FEMININO,202.0,0.0512,0.1208
ITAPIRA,41-50 ANOS,MASCULINO,236.0,0.0635,0.1534
ITAPIRA,51-60 ANOS,FEMININO,90.0,0.0335,0.0751
ITAPIRA,51-60 ANOS,MASCULINO,111.0,0.0441,0.0823
ITAPIRA,61-70 ANOS,FEMININO,28.0,0.0162,0.0304
ITAPIRA,61-70 ANOS,MASCULINO,34.0,0.0169,0.0392
ITAPIRA,71-80 ANOS,FEMININO,4.0,0.0054,0.0094
ITAPIRA,71-80 ANOS,MASCULINO,15.0,0.0108,0.0234
ITAPIRA,81-90 ANOS,FEMININO,0.0,0.0,0.0076
ITAPIRA,81-90 ANOS,MASCULINO,4.0,0.0075,0.0078
ITAPIRA,91-100 ANOS,FEMININO,0.0,0.0,0.001
ITAPIRA,91-100 ANOS,MASCULINO,3.0,0.0194,0.0266
ITAPIRAPUA PAULISTA,18-21 ANOS,FEMININO,32.0,0.8,0.8158
ITAPIRAPUA PAULISTA,18-21 ANOS,MASCULINO,74.0,0.8916,0.8602
ITAPIRAPUA PAULISTA,22-25 ANOS,FEMININO,33.0,0.7174,0.701
ITAPIRAPUA PAULISTA,22-25 ANOS,MASCULINO,64.0,0.7442,0.7048
ITAPIRAPUA PAULISTA,26-30 ANOS,FEMININO,47.0,0.662,0.5475
ITAPIRAPUA PAULISTA,26-30 ANOS,MASCULINO,45.0,0.5556,0.5156
ITAPIRAPUA PAULISTA,31-40 ANOS,FEMININO,47.0,0.4947,0.3584
ITAPIRAPUA PAULISTA,31-40 ANOS,MASCULINO,48.0,0.4,0.2954
ITAPIRAPUA PAULISTA,41-50 ANOS,FEMININO,36.0,0.4675,0.297
ITAPIRAPUA PAULISTA,41-50 ANOS,MASCULINO,35.0,0.3182,0.2257
ITAPIRAPUA PAULISTA,51-60 ANOS,FEMININO,10.0,0.3448,0.2258
ITAPIRAPUA PAULISTA,51-60 ANOS,MASCULINO,10.0,0.2174,0.1909
ITAPIRAPUA PAULISTA,61-70 ANOS,FEMININO,2.0,0.1667,0.1358
ITAPIRAPUA PAULISTA,61-70 ANOS,MASCULINO,3.0,0.1875,0.1377
ITAPIRAPUA PAULISTA,71-80 ANOS,FEMININO,0.0,0.0,0.0071
ITAPIRAPUA PAULISTA,71-80 ANOS,MASCULINO,1.0,0.0714,0.054
ITAPIRAPUA PAULISTA,81-90 ANOS,FEMININO,0.0,0.0,0.0015
ITAPIRAPUA PAULISTA,81-90 ANOS,MASCULINO,0.0,0.0,0.0019
ITAPOLIS,101-120 ANOS,FEMININO,0.0,0.0,0.0
ITAPOLIS,101-120 ANOS,MASCULINO,0.0,0.0,0.0
ITAPOLIS,18-21 ANOS,FEMININO,239.0,0.561,0.614
ITAPOLIS,18-21 ANOS,MASCULINO,307.0,0.5938,0.6416
ITAPOLIS,22-25 ANOS,FEMININO,243.0,0.3797,0.4605
ITAPOLIS,22-25 ANOS,MASCULINO,308.0,0.399,0.4592
ITAPOLIS,26-30 ANOS,FEMININO,105.0,0.0996,0.1621
ITAPOLIS,26-30 ANOS,MASCULINO,108.0,0.107,0.1604
ITAPOLIS,31-40 ANOS,FEMININO,129.0,0.0557,0.1472
ITAPOLIS,31-40 ANOS,MASCULINO,167.0,0.0798,0.1388
ITAPOLIS,41-50 ANOS,FEMININO,72.0,0.0333,0.1252
ITAPOLIS,41-50 ANOS,MASCULINO,80.0,0.0459,0.1164
ITAPOLIS,51-60 ANOS,FEMININO,46.0,0.0292,0.0984
ITAPOLIS,51-60 ANOS,MASCULINO,29.0,0.0243,0.0756
ITAPOLIS,61-70 ANOS,FEMININO,16.0,0.0159,0.0582
ITAPOLIS,61-70 ANOS,MASCULINO,11.0,0.0108,0.0466
ITAPOLIS,71-80 ANOS,FEMININO,2.0,0.0045,0.0032
ITAPOLIS,71-80 ANOS,MASCULINO,2.0,0.0027,0.0194
ITAPOLIS,81-90 ANOS,FEMININO,2.0,0.0147,0.0093
ITAPOLIS,81-90 ANOS,MASCULINO,0.0,0.0,0.0015
ITAPOLIS,91-100 ANOS,FEMININO,0.0,0.0,0.0
ITAPOLIS,91-100 ANOS,MASCULINO,0.0,0.0,0.0025
ITAPORANGA,101-120 ANOS,MASCULINO,0.0,0.0,0.0
ITAPORANGA,18-21 ANOS,FEMININO,106.0,1.0,0.9142
ITAPORANGA,18-21 ANOS,MASCULINO,168.0,0.9711,0.9327
ITAPORANGA,22-25 ANOS,FEMININO,136.0,0.7598,0.7194
ITAPORANGA,22-25 ANOS,MASCULINO,197.0,0.7112,0.6638
ITAPORANGA,26-30 ANOS,FEMININO,92.0,0.3286,0.2678
ITAPORANGA,26-30 ANOS,MASCULINO,109.0,0.2954,0.2575
ITAPORANGA,31-40 ANOS,FEMININO,101.0,0.1494,0.1212
ITAPORANGA,31-40 ANOS,MASCULINO,86.0,0.1443,0.1366
ITAPORANGA,41-50 ANOS,FEMININO,71.0,0.1079,0.1003
ITAPORANGA,41-50 ANOS,MASCULINO,52.0,0.0887,0.0765
ITAPORANGA,51-60 ANOS,FEMININO,22.0,0.0616,0.0583
ITAPORANGA,51-60 ANOS,MASCULINO,18.0,0.0464,0.0446
ITAPORANGA,61-70 ANOS,FEMININO,14.0,0.0628,0.0504
ITAPORANGA,61-70 ANOS,MASCULINO,6.0,0.0166,0.0194
ITAPORANGA,71-80 ANOS,FEMININO,0.0,0.0,0.002
ITAPORANGA,71-80 ANOS,MASCULINO,3.0,0.0118,0.0136
ITAPORANGA,81-90 ANOS,FEMININO,0.0,0.0,0.001
ITAPORANGA,81-90 ANOS,MASCULINO,0.0,0.0,0.0
ITAPORANGA,91-100 ANOS,FEMININO,0.0,0.0,0.0
ITAPORANGA,91-100 ANOS,MASCULINO,0.0,0.0,0.0009
ITAPUI,101-120 ANOS,MASCULINO,0.0,0.0,0.0
ITAPUI,18-21 ANOS,FEMININO,117.0,0.936,0.9462
ITAPUI,18-21 ANOS,MASCULINO,154.0,0.9277,0.9353
ITAPUI,22-25 ANOS,FEMININO,101.0,0.5489,0.587
ITAPUI,22-25 ANOS,MASCULINO,102.0,0.4454,0.5246
ITAPUI,26-30 ANOS,FEMININO,38.0,0.1362,0.176
ITAPUI,26-30 ANOS,MASCULINO,43.0,0.1396,0.1867
ITAPUI,31-40 ANOS,FEMININO,44.0,0.0677,0.084
ITAPUI,31-40 ANOS,MASCULINO,42.0,0.0754,0.1071
ITAPUI,41-50 ANOS,FEMININO,19.0,0.0366,0.0656
ITAPUI,41-50 ANOS,MASCULINO,16.0,0.0343,0.0547
ITAPUI,51-60 ANOS,FEMININO,6.0,0.0183,0.0334
ITAPUI,51-60 ANOS,MASCULINO,5.0,0.0142,0.0296
ITAPUI,61-70 ANOS,FEMININO,3.0,0.0162,0.0301
ITAPUI,61-70 ANOS,MASCULINO,3.0,0.0108,0.0141
ITAPUI,71-80 ANOS,FEMININO,0.0,0.0,0.0026
ITAPUI,71-80 ANOS,MASCULINO,3.0,0.0169,0.014
ITAPUI,81-90 ANOS,FEMININO,0.0,0.0,0.0001
ITAPUI,81-90 ANOS,MASCULINO,0.0,0.0,0.0
ITAPUI,91-100 ANOS,FEMININO,0.0,0.0,0.0
ITAPUI,91-100 ANOS,MASCULINO,0.0,0.0,0.0003
ITAPURA,18-21 ANOS,FEMININO,18.0,1.0,0.9814
ITAPURA,18-21 ANOS,MASCULINO,50.0,0.9615,0.9629
ITAPURA,22-25 ANOS,FEMININO,23.0,0.6571,0.6438
ITAPURA,22-25 ANOS,MASCULINO,34.0,0.6071,0.6063
ITAPURA,26-30 ANOS,FEMININO,28.0,0.4516,0.4039
ITAPURA,26-30 ANOS,MASCULINO,31.0,0.3875,0.3771
ITAPURA,31-40 ANOS,FEMININO,21.0,0.1591,0.1521
ITAPURA,31-40 ANOS,MASCULINO,26.0,0.1955,0.1877
ITAPURA,41-50 ANOS,FEMININO,11.0,0.0759,0.0922
ITAPURA,41-50 ANOS,MASCULINO,13.0,0.1477,0.1342
ITAPURA,51-60 ANOS,FEMININO,12.0,0.1263,0.0927
ITAPURA,51-60 ANOS,MASCULINO,8.0,0.0851,0.0748
ITAPURA,61-70 ANOS,FEMININO,3.0,0.0588,0.0491
ITAPURA,61-70 ANOS,MASCULINO,1.0,0.013,0.024
ITAPURA,71-80 ANOS,FEMININO,0.0,0.0,0.0051
ITAPURA,71-80 ANOS,MASCULINO,0.0,0.0,0.007
ITAPURA,81-90 ANOS,FEMININO,0.0,0.0,0.0024
ITAPURA,81-90 ANOS,MASCULINO,0.0,0.0,0.0007
ITAPURA,91-100 ANOS,MASCULINO,0.0,0.0,0.0016
ITAQUAQUECETUBA,101-120 ANOS,MASCULINO,0.0,0.0,0.0173
ITAQUAQUECETUBA,18-21 ANOS,FEMININO,1693.0,0.9809,0.9825
ITAQUAQUECETUBA,18-21 ANOS,MASCULINO,3342.0,0.9812,0.9754
ITAQUAQUECETUBA,22-25 ANOS,FEMININO,3355.0,0.839,0.7802
ITAQUAQUECETUBA,22-25 ANOS,MASCULINO,5757.0,0.8464,0.8041
ITAQUAQUECETUBA,26-30 ANOS,FEMININO,3994.0,0.5986,0.5776
ITAQUAQUECETUBA,26-30 ANOS,MASCULINO,6799.0,0.6654,0.5706
ITAQUAQUECETUBA,31-40 ANOS,FEMININO,5546.0,0.3675,0.3045
ITAQUAQUECETUBA,31-40 ANOS,MASCULINO,9835.0,0.4879,0.4004
ITAQUAQUECETUBA,41-50 ANOS,FEMININO,2967.0,0.2342,0.1852
ITAQUAQUECETUBA,41-50 ANOS,MASCULINO,5610.0,0.3295,0.2519
ITAQUAQUECETUBA,51-60 ANOS,FEMININO,1145.0,0.1765,0.151
ITAQUAQUECETUBA,51-60 ANOS,MASCULINO,2024.0,0.1936,0.1568
ITAQUAQUECETUBA,61-70 ANOS,FEMININO,249.0,0.1004,0.0883
ITAQUAQUECETUBA,61-70 ANOS,MASCULINO,486.0,0.0864,0.071
ITAQUAQUECETUBA,71-80 ANOS,FEMININO,37.0,0.0564,0.0385
ITAQUAQUECETUBA,71-80 ANOS,MASCULINO,69.0,0.0274,0.0211
ITAQUAQUECETUBA,81-90 ANOS,FEMININO,7.0,0.0805,0.0509
ITAQUAQUECETUBA,81-90 ANOS,MASCULINO,9.0,0.02,0.0212
ITAQUAQUECETUBA,91-100 ANOS,FEMININO,0.0,0.0,0.0001
ITAQUAQUECETUBA,91-100 ANOS,MASCULINO,1.0,0.0149,0.009
ITARARE,101-120 ANOS,FEMININO,0.0,0.0,0.0193
ITARARE,101-120 ANOS,MASCULINO,1.0,0.0667,0.0447
ITARARE,18-21 ANOS,FEMININO,381.0,0.9922,0.9773
ITARARE,18-21 ANOS,MASCULINO,608.0,0.9902,0.9833
ITARARE,22-25 ANOS,FEMININO,553.0,0.7219,0.7009
ITARARE,22-25 ANOS,MASCULINO,665.0,0.7213,0.7365
ITARARE,26-30 ANOS,FEMININO,490.0,0.4142,0.4259
ITARARE,26-30 ANOS,MASCULINO,471.0,0.3384,0.3607
ITARARE,31-40 ANOS,FEMININO,560.0,0.2218,0.2445
ITARARE,31-40 ANOS,MASCULINO,482.0,0.2133,0.3011
ITARARE,41-50 ANOS,FEMININO,284.0,0.1336,0.1588
ITARARE,41-50 ANOS,MASCULINO,278.0,0.1467,0.1857
ITARARE,51-60 ANOS,FEMININO,121.0,0.1002,0.1091
ITARARE,51-60 ANOS,MASCULINO,159.0,0.1121,0.1295
ITARARE,61-70 ANOS,FEMININO,41.0,0.0561,0.0584
ITARARE,61-70 ANOS,MASCULINO,42.0,0.0419,0.0502
ITARARE,71-80 ANOS,FEMININO,2.0,0.0065,0.0184
ITARARE,71-80 ANOS,MASCULINO,17.0,0.0227,0.0213
ITARARE,81-90 ANOS,FEMININO,0.0,0.0,0.0192
ITARARE,81-90 ANOS,MASCULINO,3.0,0.0122,0.0123
ITARARE,91-100 ANOS,FEMININO,0.0,0.0,0.0
ITARARE,91-100 ANOS,MASCULINO,0.0,0.0,0.0025
ITARIRI,101-120 ANOS,MASCULINO,0.0,0.0,0.0153
ITARIRI,18-21 ANOS,FEMININO,42.0,0.7636,0.8293
ITARIRI,18-21 ANOS,MASCULINO,102.0,0.9533,0.9151
ITARIRI,22-25 ANOS,FEMININO,67.0,0.5929,0.649
ITARIRI,22-25 ANOS,MASCULINO,121.0,0.7806,0.7356
ITARIRI,26-30 ANOS,FEMININO,72.0,0.4186,0.4093
ITARIRI,26-30 ANOS,MASCULINO,70.0,0.3889,0.3725
ITARIRI,31-40 ANOS,FEMININO,83.0,0.2345,0.215
ITARIRI,31-40 ANOS,MASCULINO,95.0,0.2896,0.2626
ITARIRI,41-50 ANOS,FEMININO,42.0,0.1373,0.1298
ITARIRI,41-50 ANOS,MASCULINO,53.0,0.1726,0.1568
ITARIRI,51-60 ANOS,FEMININO,9.0,0.0474,0.0622
ITARIRI,51-60 ANOS,MASCULINO,29.0,0.125,0.1126
ITARIRI,61-70 ANOS,FEMININO,2.0,0.0167,0.0299
ITARIRI,61-70 ANOS,MASCULINO,11.0,0.0579,0.0473
ITARIRI,71-80 ANOS,FEMININO,0.0,0.0,0.0047
ITARIRI,71-80 ANOS,MASCULINO,2.0,0.0137,0.0153
ITARIRI,81-90 ANOS,FEMININO,0.0,0.0,0.0029
ITARIRI,81-90 ANOS,MASCULINO,0.0,0.0,0.0047
ITARIRI,91-100 ANOS,FEMININO,0.0,0.0,0.0
ITARIRI,91-100 ANOS,MASCULINO,0.0,0.0,0.0001
ITATIBA,101-120 ANOS,FEMININO,0.0,0.0,0.0007
ITATIBA,101-120 ANOS,MASCULINO,0.0,0.0,0.002
ITATIBA,18-21 ANOS,FEMININO,767.0,0.5724,0.5943
ITATIBA,18-21 ANOS,MASCULINO,944.0,0.6063,0.641
ITATIBA,22-25 ANOS,FEMININO,557.0,0.2589,0.3208
ITATIBA,22-25 ANOS,MASCULINO,806.0,0.3206,0.3508
ITATIBA,26-30 ANOS,FEMININO,428.0,0.134,0.1848
ITATIBA,26-30 ANOS,MASCULINO,651.0,0.1825,0.2038
ITATIBA,31-40 ANOS,FEMININO,496.0,0.0689,0.1074
ITATIBA,31-40 ANOS,MASCULINO,962.0,0.1321,0.177
ITATIBA,41-50 ANOS,FEMININO,278.0,0.039,0.0686
ITATIBA,41-50 ANOS,MASCULINO,573.0,0.0853,0.1032
ITATIBA,51-60 ANOS,FEMININO,119.0,0.0254,0.0319
ITATIBA,51-60 ANOS,MASCULINO,221.0,0.0508,0.0623
ITATIBA,61-70 ANOS,FEMININO,29.0,0.0098,0.014
ITATIBA,61-70 ANOS,MASCULINO,82.0,0.0232,0.028
ITATIBA,71-80 ANOS,FEMININO,0.0,0.0,0.0005
ITATIBA,71-80 ANOS,MASCULINO,24.0,0.0115,0.0115
ITATIBA,81-90 ANOS,FEMININO,1.0,0.0031,0.0021
ITATIBA,81-90 ANOS,MASCULINO,3.0,0.0041,0.0039
ITATIBA,91-100 ANOS,FEMININO,0.0,0.0,0.0
ITATIBA,91-100 ANOS,MASCULINO,0.0,0.0,0.0001
ITATINGA,101-120 ANOS,MASCULINO,0.0,0.0,0.0007
ITATINGA,18-21 ANOS,FEMININO,75.0,0.4839,0.5302
ITATINGA,18-21 ANOS,MASCULINO,145.0,0.5311,0.5641
ITATINGA,22-25 ANOS,FEMININO,69.0,0.2749,0.2635
ITATINGA,22-25 ANOS,MASCULINO,70.0,0.2128,0.2478
ITATINGA,26-30 ANOS,FEMININO,63.0,0.1397,0.1446
ITATINGA,26-30 ANOS,MASCULINO,66.0,0.1284,0.1508
ITATINGA,31-40 ANOS,FEMININO,66.0,0.0755,0.0858
ITATINGA,31-40 ANOS,MASCULINO,54.0,0.0719,0.0967
ITATINGA,41-50 ANOS,FEMININO,23.0,0.0312,0.0385
ITATINGA,41-50 ANOS,MASCULINO,16.0,0.029,0.0547
ITATINGA,51-60 ANOS,FEMININO,7.0,0.018,0.0221
ITATINGA,51-60 ANOS,MASCULINO,9.0,0.0254,0.0336
ITATINGA,61-70 ANOS,FEMININO,2.0,0.0099,0.0107
ITATINGA,61-70 ANOS,MASCULINO,2.0,0.0069,0.0136
ITATINGA,71-80 ANOS,FEMININO,0.0,0.0,0.0007
ITATINGA,71-80 ANOS,MASCULINO,0.0,0.0,0.004
ITATINGA,81-90 ANOS,FEMININO,0.0,0.0,0.0006
ITATINGA,81-90 ANOS,MASCULINO,0.0,0.0,0.0025
ITATINGA,91-100 ANOS,FEMININO,0.0,0.0,0.0
ITATINGA,91-100 ANOS,MASCULINO,0.0,0.0,0.0
ITIRAPINA,101-120 ANOS,MASCULINO,0.0,0.0,0.0
ITIRAPINA,18-21 ANOS,FEMININO,114.0,0.9828,0.8572
ITIRAPINA,18-21 ANOS,MASCULINO,173.0,0.9665,0.8437
ITIRAPINA,22-25 ANOS,FEMININO,122.0,0.6932,0.584
ITIRAPINA,22-25 ANOS,MASCULINO,173.0,0.6578,0.5682
ITIRAPINA,26-30 ANOS,FEMININO,94.0,0.3534,0.2861
ITIRAPINA,26-30 ANOS,MASCULINO,119.0,0.3429,0.296
ITIRAPINA,31-40 ANOS,FEMININO,120.0,0.1657,0.139
ITIRAPINA,31-40 ANOS,MASCULINO,123.0,0.1775,0.1439
ITIRAPINA,41-50 ANOS,FEMININO,40.0,0.0673,0.0506
ITIRAPINA,41-50 ANOS,MASCULINO,48.0,0.0958,0.0811
ITIRAPINA,51-60 ANOS,FEMININO,19.0,0.0499,0.0386
ITIRAPINA,51-60 ANOS,MASCULINO,15.0,0.046,0.0401
ITIRAPINA,61-70 ANOS,FEMININO,8.0,0.0293,0.0236
ITIRAPINA,61-70 ANOS,MASCULINO,7.0,0.0237,0.0234
ITIRAPINA,71-80 ANOS,FEMININO,1.0,0.0089,0.0053
ITIRAPINA,71-80 ANOS,MASCULINO,1.0,0.0046,0.0063
ITIRAPINA,81-90 ANOS,FEMININO,0.0,0.0,0.0001
ITIRAPINA,81-90 ANOS,MASCULINO,0.0,0.0,0.0028
ITIRAPINA,91-100 ANOS,FEMININO,0.0,0.0,0.0
ITIRAPINA,91-100 ANOS,MASCULINO,0.0,0.0,0.0
ITIRAPUA,18-21 ANOS,FEMININO,13.0,0.1688,0.3763
ITIRAPUA,18-21 ANOS,MASCULINO,47.0,0.4747,0.441
ITIRAPUA,22-25 ANOS,FEMININO,12.0,0.1091,0.1954
ITIRAPUA,22-25 ANOS,MASCULINO,24.0,0.142,0.2034
ITIRAPUA,26-30 ANOS,FEMININO,14.0,0.1037,0.1365
ITIRAPUA,26-30 ANOS,MASCULINO,22.0,0.141,0.1591
ITIRAPUA,31-40 ANOS,FEMININO,5.0,0.0154,0.0601
ITIRAPUA,31-40 ANOS,MASCULINO,15.0,0.0498,0.0785
ITIRAPUA,41-50 ANOS,FEMININO,3.0,0.0139,0.0262
ITIRAPUA,41-50 ANOS,MASCULINO,10.0,0.0386,0.0592
ITIRAPUA,51-60 ANOS,FEMININO,2.0,0.0164,0.0228
ITIRAPUA,51-60 ANOS,MASCULINO,4.0,0.0276,0.0306
ITIRAPUA,61-70 ANOS,FEMININO,0.0,0.0,0.0105
ITIRAPUA,61-70 ANOS,MASCULINO,4.0,0.036,0.0287
ITIRAPUA,71-80 ANOS,FEMININO,0.0,0.0,0.0014
ITIRAPUA,71-80 ANOS,MASCULINO,2.0,0.026,0.0194
ITIRAPUA,81-90 ANOS,FEMININO,0.0,0.0,0.0025
ITIRAPUA,81-90 ANOS,MASCULINO,1.0,0.0345,0.0224
ITIRAPUA,91-100 ANOS,MASCULINO,0.0,0.0,0.0
ITOBI,101-120 ANOS,MASCULINO,0.0,0.0,0.0
ITOBI,18-21 ANOS,FEMININO,0.0,0.0,0.0781
ITOBI,18-21 ANOS,MASCULINO,0.0,0.0,0.1079
ITOBI,22-25 ANOS,FEMININO,3.0,0.027,0.048
ITOBI,22-25 ANOS,MASCULINO,5.0,0.036,0.0508
ITOBI,26-30 ANOS,FEMININO,4.0,0.0219,0.0499
ITOBI,26-30 ANOS,MASCULINO,6.0,0.0306,0.067
ITOBI,31-40 ANOS,FEMININO,1.0,0.0027,0.0318
ITOBI,31-40 ANOS,MASCULINO,10.0,0.0283,0.0675
ITOBI,41-50 ANOS,FEMININO,3.0,0.01,0.023
ITOBI,41-50 ANOS,MASCULINO,1.0,0.0035,0.0336
ITOBI,51-60 ANOS,FEMININO,1.0,0.0052,0.0125
ITOBI,51-60 ANOS,MASCULINO,3.0,0.0173,0.0253
ITOBI,61-70 ANOS,FEMININO,0.0,0.0,0.0037
ITOBI,61-70 ANOS,MASCULINO,1.0,0.0056,0.0153
ITOBI,71-80 ANOS,FEMININO,0.0,0.0,0.0007
ITOBI,71-80 ANOS,MASCULINO,1.0,0.0095,0.014
ITOBI,81-90 ANOS,FEMININO,0.0,0.0,0.0006
ITOBI,81-90 ANOS,MASCULINO,0.0,0.0,0.0095
ITOBI,91-100 ANOS,MASCULINO,0.0,0.0,0.0
ITU,101-120 ANOS,FEMININO,0.0,0.0,0.0
ITU,101-120 ANOS,MASCULINO,0.0,0.0,0.0
ITU,18-21 ANOS,FEMININO,1318.0,0.9799,0.8141
ITU,18-21 ANOS,MASCULINO,1887.0,0.9803,0.8069
ITU,22-25 ANOS,FEMININO,1896.0,0.7147,0.5941
ITU,22-25 ANOS,MASCULINO,2463.0,0.7162,0.5942
ITU,26-30 ANOS,FEMININO,1497.0,0.3437,0.3023
ITU,26-30 ANOS,MASCULINO,2099.0,0.4056,0.347
ITU,31-40 ANOS,FEMININO,1771.0,0.1773,0.1332
ITU,31-40 ANOS,MASCULINO,2831.0,0.2686,0.1961
ITU,41-50 ANOS,FEMININO,1048.0,0.1051,0.0804
ITU,41-50 ANOS,MASCULINO,1694.0,0.1717,0.1294
ITU,51-60 ANOS,FEMININO,465.0,0.0719,0.0576
ITU,51-60 ANOS,MASCULINO,744.0,0.1099,0.0865
ITU,61-70 ANOS,FEMININO,150.0,0.0345,0.027
ITU,61-70 ANOS,MASCULINO,274.0,0.0561,0.0448
ITU,71-80 ANOS,FEMININO,16.0,0.008,0.0052
ITU,71-80 ANOS,MASCULINO,44.0,0.0143,0.0148
ITU,81-90 ANOS,FEMININO,3.0,0.0055,0.0034
ITU,81-90 ANOS,MASCULINO,4.0,0.0038,0.0039
ITU,91-100 ANOS,FEMININO,0.0,0.0,0.0
ITU,91-100 ANOS,MASCULINO,0.0,0.0,0.0
ITUPEVA,101-120 ANOS,MASCULINO,0.0,0.0,0.0
ITUPEVA,18-21 ANOS,FEMININO,553.0,0.9617,0.9415
ITUPEVA,18-21 ANOS,MASCULINO,769.0,0.9722,0.9606
ITUPEVA,22-25 ANOS,FEMININO,779.0,0.7356,0.7194
ITUPEVA,22-25 ANOS,MASCULINO,1085.0,0.7311,0.7289
ITUPEVA,26-30 ANOS,FEMININO,585.0,0.3682,0.3567
ITUPEVA,26-30 ANOS,MASCULINO,880.0,0.4233,0.409
ITUPEVA,31-40 ANOS,FEMININO,703.0,0.199,0.1769
ITUPEVA,31-40 ANOS,MASCULINO,1199.0,0.2949,0.2589
ITUPEVA,41-50 ANOS,FEMININO,354.0,0.099,0.0928
ITUPEVA,41-50 ANOS,MASCULINO,674.0,0.1858,0.1628
ITUPEVA,51-60 ANOS,FEMININO,140.0,0.0749,0.0711
ITUPEVA,51-60 ANOS,MASCULINO,194.0,0.0955,0.0936
ITUPEVA,61-70 ANOS,FEMININO,33.0,0.0324,0.0314
ITUPEVA,61-70 ANOS,MASCULINO,65.0,0.0482,0.0452
ITUPEVA,71-80 ANOS,FEMININO,2.0,0.0044,0.005
ITUPEVA,71-80 ANOS,MASCULINO,17.0,0.022,0.0184
ITUPEVA,81-90 ANOS,FEMININO,0.0,0.0,0.0014
ITUPEVA,81-90 ANOS,MASCULINO,1.0,0.0045,0.0036
ITUPEVA,91-100 ANOS,FEMININO,0.0,0.0,0.0
ITUPEVA,91-100 ANOS,MASCULINO,0.0,0.0,0.0
ITUVERAVA,101-120 ANOS,FEMININO,0.0,0.0,0.0
