Cidade,Faixa_Etaria,Genero,KPI_Volume_Demanda,KPI_Taxa_Conversao,KPI_Score_Propensao
BARRA DO TURVO,22-25 ANOS,FEMININO,15.0,0.6522,0.648
BARRA DO TURVO,22-25 ANOS,MASCULINO,24.0,0.5854,0.6126
BARRA DO TURVO,26-30 ANOS,FEMININO,17.0,0.425,0.4039
BARRA DO TURVO,26-30 ANOS,MASCULINO,23.0,0.3594,0.3477
BARRA DO TURVO,31-40 ANOS,FEMININO,36.0,0.3429,0.308
BARRA DO TURVO,31-40 ANOS,MASCULINO,18.0,0.1552,0.1749
BARRA DO TURVO,41-50 ANOS,FEMININO,14.0,0.1029,0.1357
BARRA DO TURVO,41-50 ANOS,MASCULINO,11.0,0.0815,0.1041
BARRA DO TURVO,51-60 ANOS,FEMININO,3.0,0.0395,0.0704
BARRA DO TURVO,51-60 ANOS,MASCULINO,8.0,0.0851,0.0858
BARRA DO TURVO,61-70 ANOS,FEMININO,3.0,0.0811,0.0804
BARRA DO TURVO,61-70 ANOS,MASCULINO,1.0,0.0161,0.0245
BARRA DO TURVO,71-80 ANOS,FEMININO,1.0,0.1429,0.0908
BARRA DO TURVO,71-80 ANOS,MASCULINO,1.0,0.0196,0.0301
BARRA DO TURVO,81-90 ANOS,MASCULINO,0.0,0.0,0.0005
BARRA DO TURVO,91-100 ANOS,MASCULINO,0.0,0.0,0.0
BARRETOS,101-120 ANOS,FEMININO,0.0,0.0,0.0
BARRETOS,101-120 ANOS,MASCULINO,0.0,0.0,0.0
BARRETOS,18-21 ANOS,FEMININO,930.0,0.8883,0.9065
BARRETOS,18-21 ANOS,MASCULINO,1296.0,0.8988,0.9099
BARRETOS,22-25 ANOS,FEMININO,1259.0,0.6388,0.6406
BARRETOS,22-25 ANOS,MASCULINO,1409.0,0.637,0.6315
BARRETOS,26-30 ANOS,FEMININO,794.0,0.2451,0.2929
BARRETOS,26-30 ANOS,MASCULINO,1053.0,0.3136,0.2987
BARRETOS,31-40 ANOS,FEMININO,861.0,0.1124,0.1889
BARRETOS,31-40 ANOS,MASCULINO,1325.0,0.1902,0.1813
BARRETOS,41-50 ANOS,FEMININO,539.0,0.0771,0.0945
BARRETOS,41-50 ANOS,MASCULINO,779.0,0.1302,0.1198
BARRETOS,51-60 ANOS,FEMININO,257.0,0.0553,0.0553
BARRETOS,51-60 ANOS,MASCULINO,345.0,0.0877,0.0878
BARRETOS,61-70 ANOS,FEMININO,83.0,0.0254,0.0435
BARRETOS,61-70 ANOS,MASCULINO,117.0,0.0355,0.033
BARRETOS,71-80 ANOS,FEMININO,17.0,0.0108,0.0452
BARRETOS,71-80 ANOS,MASCULINO,41.0,0.0184,0.0192
BARRETOS,81-90 ANOS,FEMININO,4.0,0.0078,0.0058
BARRETOS,81-90 ANOS,MASCULINO,1.0,0.0012,0.0028
BARRETOS,91-100 ANOS,FEMININO,0.0,0.0,0.0
BARRETOS,91-100 ANOS,MASCULINO,0.0,0.0,0.0
BARRINHA,18-21 ANOS,FEMININO,265.0,0.8689,0.8766
BARRINHA,18-21 ANOS,MASCULINO,414.0,0.8589,0.8716
BARRINHA,22-25 ANOS,FEMININO,319.0,0.603,0.6189
BARRINHA,22-25 ANOS,MASCULINO,404.0,0.6048,0.6172
BARRINHA,26-30 ANOS,FEMININO,213.0,0.2462,0.2631
BARRINHA,26-30 ANOS,MASCULINO,202.0,0.2272,0.2605
BARRINHA,31-40 ANOS,FEMININO,228.0,0.1196,0.1363
BARRINHA,31-40 ANOS,MASCULINO,211.0,0.1306,0.1665
BARRINHA,41-50 ANOS,FEMININO,96.0,0.0604,0.076
BARRINHA,41-50 ANOS,MASCULINO,136.0,0.107,0.1209
BARRINHA,51-60 ANOS,FEMININO,47.0,0.0563,0.0595
BARRINHA,51-60 ANOS,MASCULINO,64.0,0.0871,0.0943
BARRINHA,61-70 ANOS,FEMININO,23.0,0.0634,0.0573
BARRINHA,61-70 ANOS,MASCULINO,21.0,0.04,0.0468
BARRINHA,71-80 ANOS,FEMININO,4.0,0.0345,0.0302
BARRINHA,71-80 ANOS,MASCULINO,6.0,0.0212,0.0209
BARRINHA,81-90 ANOS,FEMININO,0.0,0.0,0.004
BARRINHA,81-90 ANOS,MASCULINO,1.0,0.0128,0.0106
BARRINHA,91-100 ANOS,FEMININO,0.0,0.0,0.0
BARRINHA,91-100 ANOS,MASCULINO,0.0,0.0,0.0
BARUERI,101-120 ANOS,FEMININO,0.0,0.0,0.0
BARUERI,101-120 ANOS,MASCULINO,0.0,0.0,0.0
BARUERI,18-21 ANOS,FEMININO,1597.0,0.94,0.9051
BARUERI,18-21 ANOS,MASCULINO,2426.0,0.9473,0.8973
BARUERI,22-25 ANOS,FEMININO,2645.0,0.7516,0.7164
BARUERI,22-25 ANOS,MASCULINO,4082.0,0.7858,0.7427
BARUERI,26-30 ANOS,FEMININO,3002.0,0.4705,0.4372
BARUERI,26-30 ANOS,MASCULINO,4990.0,0.5869,0.4843
BARUERI,31-40 ANOS,FEMININO,4053.0,0.2497,0.1947
BARUERI,31-40 ANOS,MASCULINO,8076.0,0.4157,0.2968
BARUERI,41-50 ANOS,FEMININO,2473.0,0.1519,0.128
BARUERI,41-50 ANOS,MASCULINO,5235.0,0.2934,0.2026
BARUERI,51-60 ANOS,FEMININO,1027.0,0.1168,0.0934
BARUERI,51-60 ANOS,MASCULINO,1911.0,0.1881,0.1525
BARUERI,61-70 ANOS,FEMININO,322.0,0.0694,0.0624
BARUERI,61-70 ANOS,MASCULINO,570.0,0.0925,0.0776
BARUERI,71-80 ANOS,FEMININO,57.0,0.032,0.0312
BARUERI,71-80 ANOS,MASCULINO,136.0,0.0416,0.0316
BARUERI,81-90 ANOS,FEMININO,6.0,0.0166,0.0128
BARUERI,81-90 ANOS,MASCULINO,22.0,0.0276,0.021
BARUERI,91-100 ANOS,FEMININO,0.0,0.0,0.0
BARUERI,91-100 ANOS,MASCULINO,0.0,0.0,0.0
BASTOS,101-120 ANOS,MASCULINO,0.0,0.0,0.0
BASTOS,18-21 ANOS,FEMININO,5.0,0.0161,0.1984
BASTOS,18-21 ANOS,MASCULINO,20.0,0.0606,0.229
BASTOS,22-25 ANOS,FEMININO,26.0,0.0602,0.1403
BASTOS,22-25 ANOS,MASCULINO,37.0,0.082,0.1893
BASTOS,26-30 ANOS,FEMININO,16.0,0.0263,0.0959
BASTOS,26-30 ANOS,MASCULINO,17.0,0.028,0.1067
BASTOS,31-40 ANOS,FEMININO,7.0,0.0055,0.076
BASTOS,31-40 ANOS,MASCULINO,25.0,0.0216,0.1201
BASTOS,41-50 ANOS,FEMININO,12.0,0.0102,0.0537
BASTOS,41-50 ANOS,MASCULINO,18.0,0.0175,0.0869
BASTOS,51-60 ANOS,FEMININO,4.0,0.0046,0.0317
BASTOS,51-60 ANOS,MASCULINO,17.0,0.0222,0.0661
BASTOS,61-70 ANOS,FEMININO,1.0,0.0018,0.0158
BASTOS,61-70 ANOS,MASCULINO,6.0,0.0105,0.0275
BASTOS,71-80 ANOS,FEMININO,0.0,0.0,0.0083
BASTOS,71-80 ANOS,MASCULINO,3.0,0.0074,0.0149
BASTOS,81-90 ANOS,FEMININO,0.0,0.0,0.0036
BASTOS,81-90 ANOS,MASCULINO,0.0,0.0,0.0056
BASTOS,91-100 ANOS,FEMININO,0.0,0.0,0.0
BASTOS,91-100 ANOS,MASCULINO,0.0,0.0,0.0
BATATAIS,101-120 ANOS,FEMININO,0.0,0.0,0.0
BATATAIS,101-120 ANOS,MASCULINO,0.0,0.0,0.0
BATATAIS,18-21 ANOS,FEMININO,26.0,0.0417,0.0972
BATATAIS,18-21 ANOS,MASCULINO,112.0,0.1493,0.1683
BATATAIS,22-25 ANOS,FEMININO,7.0,0.0072,0.0391
BATATAIS,22-25 ANOS,MASCULINO,60.0,0.0544,0.0851
BATATAIS,26-30 ANOS,FEMININO,17.0,0.0109,0.0359
BATATAIS,26-30 ANOS,MASCULINO,59.0,0.0389,0.06
BATATAIS,31-40 ANOS,FEMININO,32.0,0.0088,0.0399
BATATAIS,31-40 ANOS,MASCULINO,94.0,0.0309,0.0547
BATATAIS,41-50 ANOS,FEMININO,26.0,0.0076,0.0216
BATATAIS,41-50 ANOS,MASCULINO,63.0,0.0259,0.0522
BATATAIS,51-60 ANOS,FEMININO,11.0,0.0049,0.0137
BATATAIS,51-60 ANOS,MASCULINO,21.0,0.014,0.0261
BATATAIS,61-70 ANOS,FEMININO,3.0,0.0018,0.0069
BATATAIS,61-70 ANOS,MASCULINO,10.0,0.007,0.0144
BATATAIS,71-80 ANOS,FEMININO,0.0,0.0,0.0024
BATATAIS,71-80 ANOS,MASCULINO,1.0,0.0008,0.0051
BATATAIS,81-90 ANOS,FEMININO,0.0,0.0,0.0004
BATATAIS,81-90 ANOS,MASCULINO,0.0,0.0,0.0016
BATATAIS,91-100 ANOS,FEMININO,0.0,0.0,0.0
BATATAIS,91-100 ANOS,MASCULINO,0.0,0.0,0.0001
BAURU,101-120 ANOS,FEMININO,0.0,0.0,0.0
BAURU,101-120 ANOS,MASCULINO,0.0,0.0,0.0
BAURU,18-21 ANOS,FEMININO,2972.0,0.8936,0.732
BAURU,18-21 ANOS,MASCULINO,4018.0,0.9066,0.777
BAURU,22-25 ANOS,FEMININO,2887.0,0.5162,0.4141
BAURU,22-25 ANOS,MASCULINO,3665.0,0.5387,0.4429
BAURU,26-30 ANOS,FEMININO,1962.0,0.1952,0.1669
BAURU,26-30 ANOS,MASCULINO,3032.0,0.2818,0.2224
BAURU,31-40 ANOS,FEMININO,2623.0,0.1139,0.0931
BAURU,31-40 ANOS,MASCULINO,5164.0,0.2286,0.1573
BAURU,41-50 ANOS,FEMININO,1808.0,0.078,0.0523
BAURU,41-50 ANOS,MASCULINO,3354.0,0.1602,0.1095
BAURU,51-60 ANOS,FEMININO,828.0,0.0506,0.0334
BAURU,51-60 ANOS,MASCULINO,1547.0,0.1048,0.0792
BAURU,61-70 ANOS,FEMININO,250.0,0.0213,0.0176
BAURU,61-70 ANOS,MASCULINO,612.0,0.0539,0.0381
BAURU,71-80 ANOS,FEMININO,34.0,0.006,0.0041
BAURU,71-80 ANOS,MASCULINO,126.0,0.0177,0.0117
BAURU,81-90 ANOS,FEMININO,4.0,0.0023,0.0015
BAURU,81-90 ANOS,MASCULINO,19.0,0.0068,0.004
BAURU,91-100 ANOS,FEMININO,0.0,0.0,0.0001
BAURU,91-100 ANOS,MASCULINO,1.0,0.0012,0.0008
BEBEDOURO,+120 ANOS,MASCULINO,0.0,0.0,0.0
BEBEDOURO,101-120 ANOS,FEMININO,0.0,0.0,0.0
BEBEDOURO,101-120 ANOS,MASCULINO,0.0,0.0,0.0
BEBEDOURO,18-21 ANOS,FEMININO,175.0,0.2103,0.3841
BEBEDOURO,18-21 ANOS,MASCULINO,425.0,0.4098,0.5326
BEBEDOURO,22-25 ANOS,FEMININO,205.0,0.161,0.2725
BEBEDOURO,22-25 ANOS,MASCULINO,352.0,0.2439,0.29
BEBEDOURO,26-30 ANOS,FEMININO,100.0,0.0476,0.0861
BEBEDOURO,26-30 ANOS,MASCULINO,133.0,0.0647,0.1293
BEBEDOURO,31-40 ANOS,FEMININO,112.0,0.0235,0.0746
BEBEDOURO,31-40 ANOS,MASCULINO,204.0,0.0473,0.0912
BEBEDOURO,41-50 ANOS,FEMININO,56.0,0.0128,0.0261
BEBEDOURO,41-50 ANOS,MASCULINO,115.0,0.0302,0.0571
BEBEDOURO,51-60 ANOS,FEMININO,20.0,0.0064,0.0254
BEBEDOURO,51-60 ANOS,MASCULINO,63.0,0.0259,0.0497
BEBEDOURO,61-70 ANOS,FEMININO,4.0,0.002,0.0073
BEBEDOURO,61-70 ANOS,MASCULINO,22.0,0.0111,0.0178
BEBEDOURO,71-80 ANOS,FEMININO,0.0,0.0,0.0014
BEBEDOURO,71-80 ANOS,MASCULINO,4.0,0.0027,0.0113
BEBEDOURO,81-90 ANOS,FEMININO,0.0,0.0,0.0006
BEBEDOURO,81-90 ANOS,MASCULINO,2.0,0.0036,0.0035
BEBEDOURO,91-100 ANOS,FEMININO,0.0,0.0,0.0
BEBEDOURO,91-100 ANOS,MASCULINO,0.0,0.0,0.0004
BENTO DE ABREU,18-21 ANOS,FEMININO,13.0,0.9286,0.8421
BENTO DE ABREU,18-21 ANOS,MASCULINO,18.0,0.9474,0.8857
BENTO DE ABREU,22-25 ANOS,FEMININO,23.0,0.8214,0.7289
BENTO DE ABREU,22-25 ANOS,MASCULINO,16.0,0.6667,0.653
BENTO DE ABREU,26-30 ANOS,FEMININO,8.0,0.186,0.1754
BENTO DE ABREU,26-30 ANOS,MASCULINO,8.0,0.2286,0.2068
BENTO DE ABREU,31-40 ANOS,FEMININO,20.0,0.2469,0.1792
BENTO DE ABREU,31-40 ANOS,MASCULINO,9.0,0.12,0.1042
BENTO DE ABREU,41-50 ANOS,FEMININO,1.0,0.0145,0.0186
BENTO DE ABREU,41-50 ANOS,MASCULINO,4.0,0.0667,0.0595
BENTO DE ABREU,51-60 ANOS,FEMININO,4.0,0.0769,0.0556
BENTO DE ABREU,51-60 ANOS,MASCULINO,1.0,0.0244,0.0294
BENTO DE ABREU,61-70 ANOS,FEMININO,1.0,0.027,0.0198
BENTO DE ABREU,61-70 ANOS,MASCULINO,0.0,0.0,0.0089
BENTO DE ABREU,71-80 ANOS,FEMININO,0.0,0.0,0.0007
BENTO DE ABREU,71-80 ANOS,MASCULINO,1.0,0.0323,0.0249
BENTO DE ABREU,81-90 ANOS,FEMININO,0.0,0.0,0.0
BENTO DE ABREU,81-90 ANOS,MASCULINO,0.0,0.0,0.001
BENTO DE ABREU,91-100 ANOS,MASCULINO,0.0,0.0,0.0001
BERNARDINO DE CAMPOS,101-120 ANOS,MASCULINO,0.0,0.0,0.0
BERNARDINO DE CAMPOS,18-21 ANOS,FEMININO,90.0,0.8911,0.8833
BERNARDINO DE CAMPOS,18-21 ANOS,MASCULINO,121.0,0.9237,0.9308
BERNARDINO DE CAMPOS,22-25 ANOS,FEMININO,107.0,0.6485,0.6749
BERNARDINO DE CAMPOS,22-25 ANOS,MASCULINO,108.0,0.6102,0.622
BERNARDINO DE CAMPOS,26-30 ANOS,FEMININO,64.0,0.2723,0.2377
BERNARDINO DE CAMPOS,26-30 ANOS,MASCULINO,53.0,0.1879,0.2179
BERNARDINO DE CAMPOS,31-40 ANOS,FEMININO,73.0,0.1398,0.1601
BERNARDINO DE CAMPOS,31-40 ANOS,MASCULINO,42.0,0.0848,0.1098
BERNARDINO DE CAMPOS,41-50 ANOS,FEMININO,23.0,0.052,0.0469
BERNARDINO DE CAMPOS,41-50 ANOS,MASCULINO,15.0,0.0374,0.0565
BERNARDINO DE CAMPOS,51-60 ANOS,FEMININO,11.0,0.0332,0.0475
BERNARDINO DE CAMPOS,51-60 ANOS,MASCULINO,7.0,0.0223,0.0309
BERNARDINO DE CAMPOS,61-70 ANOS,FEMININO,4.0,0.0181,0.0207
BERNARDINO DE CAMPOS,61-70 ANOS,MASCULINO,7.0,0.0247,0.0231
BERNARDINO DE CAMPOS,71-80 ANOS,FEMININO,1.0,0.0084,0.0066
BERNARDINO DE CAMPOS,71-80 ANOS,MASCULINO,1.0,0.005,0.0131
BERNARDINO DE CAMPOS,81-90 ANOS,FEMININO,0.0,0.0,0.0
BERNARDINO DE CAMPOS,81-90 ANOS,MASCULINO,0.0,0.0,0.0005
BERNARDINO DE CAMPOS,91-100 ANOS,FEMININO,0.0,0.0,0.0
BERNARDINO DE CAMPOS,91-100 ANOS,MASCULINO,0.0,0.0,0.0
BERTIOGA,101-120 ANOS,MASCULINO,0.0,0.0,0.0
BERTIOGA,18-21 ANOS,FEMININO,409.0,0.9951,0.9607
BERTIOGA,18-21 ANOS,MASCULINO,697.0,0.9859,0.9696
BERTIOGA,22-25 ANOS,FEMININO,602.0,0.7659,0.7222
BERTIOGA,22-25 ANOS,MASCULINO,1001.0,0.773,0.7025
BERTIOGA,26-30 ANOS,FEMININO,594.0,0.4267,0.3888
BERTIOGA,26-30 ANOS,MASCULINO,823.0,0.4154,0.387
BERTIOGA,31-40 ANOS,FEMININO,691.0,0.2316,0.1895
BERTIOGA,31-40 ANOS,MASCULINO,970.0,0.2706,0.2026
BERTIOGA,41-50 ANOS,FEMININO,373.0,0.1312,0.0981
BERTIOGA,41-50 ANOS,MASCULINO,575.0,0.1779,0.1055
BERTIOGA,51-60 ANOS,FEMININO,133.0,0.0843,0.0695
BERTIOGA,51-60 ANOS,MASCULINO,208.0,0.1011,0.0764
BERTIOGA,61-70 ANOS,FEMININO,30.0,0.0294,0.0277
BERTIOGA,61-70 ANOS,MASCULINO,70.0,0.0504,0.0358
BERTIOGA,71-80 ANOS,FEMININO,6.0,0.0122,0.0105
BERTIOGA,71-80 ANOS,MASCULINO,19.0,0.0207,0.0163
BERTIOGA,81-90 ANOS,FEMININO,0.0,0.0,0.0
BERTIOGA,81-90 ANOS,MASCULINO,1.0,0.0043,0.0025
BERTIOGA,91-100 ANOS,FEMININO,0.0,0.0,0.0
BERTIOGA,91-100 ANOS,MASCULINO,0.0,0.0,0.0
BILAC,101-120 ANOS,MASCULINO,0.0,0.0,0.0
BILAC,18-21 ANOS,FEMININO,49.0,0.9245,0.9104
BILAC,18-21 ANOS,MASCULINO,63.0,0.9,0.9022
BILAC,22-25 ANOS,FEMININO,26.0,0.2889,0.3718
BILAC,22-25 ANOS,MASCULINO,34.0,0.2857,0.3759
BILAC,26-30 ANOS,FEMININO,15.0,0.098,0.1455
BILAC,26-30 ANOS,MASCULINO,18.0,0.1,0.1418
BILAC,31-40 ANOS,FEMININO,18.0,0.0501,0.1039
BILAC,31-40 ANOS,MASCULINO,21.0,0.0587,0.1135
BILAC,41-50 ANOS,FEMININO,8.0,0.0221,0.054
BILAC,41-50 ANOS,MASCULINO,7.0,0.0225,0.0529
BILAC,51-60 ANOS,FEMININO,6.0,0.0217,0.0357
BILAC,51-60 ANOS,MASCULINO,6.0,0.0207,0.0424
BILAC,61-70 ANOS,FEMININO,4.0,0.022,0.0218
BILAC,61-70 ANOS,MASCULINO,2.0,0.0088,0.0224
BILAC,71-80 ANOS,FEMININO,0.0,0.0,0.0039
BILAC,71-80 ANOS,MASCULINO,0.0,0.0,0.0042
BILAC,81-90 ANOS,FEMININO,0.0,0.0,0.0
BILAC,81-90 ANOS,MASCULINO,0.0,0.0,0.0014
BILAC,91-100 ANOS,FEMININO,0.0,0.0,0.0
BILAC,91-100 ANOS,MASCULINO,0.0,0.0,0.0
BIRIGUI,101-120 ANOS,FEMININO,0.0,0.0,0.0
BIRIGUI,101-120 ANOS,MASCULINO,0.0,0.0,0.0
BIRIGUI,18-21 ANOS,FEMININO,773.0,0.5498,0.6508
BIRIGUI,18-21 ANOS,MASCULINO,1012.0,0.5929,0.6592
BIRIGUI,22-25 ANOS,FEMININO,579.0,0.2689,0.314
BIRIGUI,22-25 ANOS,MASCULINO,725.0,0.3197,0.3395
BIRIGUI,26-30 ANOS,FEMININO,263.0,0.0791,0.1036
BIRIGUI,26-30 ANOS,MASCULINO,315.0,0.0909,0.112
BIRIGUI,31-40 ANOS,FEMININO,259.0,0.0338,0.0688
BIRIGUI,31-40 ANOS,MASCULINO,524.0,0.0735,0.0948
BIRIGUI,41-50 ANOS,FEMININO,157.0,0.0206,0.0394
BIRIGUI,41-50 ANOS,MASCULINO,375.0,0.0573,0.0607
BIRIGUI,51-60 ANOS,FEMININO,65.0,0.0115,0.0203
BIRIGUI,51-60 ANOS,MASCULINO,166.0,0.0338,0.0383
BIRIGUI,61-70 ANOS,FEMININO,27.0,0.0081,0.0134
BIRIGUI,61-70 ANOS,MASCULINO,50.0,0.0141,0.019
BIRIGUI,71-80 ANOS,FEMININO,3.0,0.0022,0.0046
BIRIGUI,71-80 ANOS,MASCULINO,16.0,0.0067,0.0066
BIRIGUI,81-90 ANOS,FEMININO,0.0,0.0,0.0
BIRIGUI,81-90 ANOS,MASCULINO,3.0,0.0035,0.0025
BIRIGUI,91-100 ANOS,FEMININO,0.0,0.0,0.0
BIRIGUI,91-100 ANOS,MASCULINO,0.0,0.0,0.0
BIRITIBA-MIRIM,101-120 ANOS,MASCULINO,0.0,0.0,0.0
BIRITIBA-MIRIM,18-21 ANOS,FEMININO,90.0,0.989,0.8978
BIRITIBA-MIRIM,18-21 ANOS,MASCULINO,208.0,0.972,0.9086
BIRITIBA-MIRIM,22-25 ANOS,FEMININO,160.0,0.7767,0.6901
BIRITIBA-MIRIM,22-25 ANOS,MASCULINO,338.0,0.7806,0.6845
BIRITIBA-MIRIM,26-30 ANOS,FEMININO,198.0,0.447,0.3604
BIRITIBA-MIRIM,26-30 ANOS,MASCULINO,302.0,0.4236,0.3547
BIRITIBA-MIRIM,31-40 ANOS,FEMININO,242.0,0.2172,0.1573
BIRITIBA-MIRIM,31-40 ANOS,MASCULINO,306.0,0.2195,0.1606
BIRITIBA-MIRIM,41-50 ANOS,FEMININO,109.0,0.1002,0.0784
BIRITIBA-MIRIM,41-50 ANOS,MASCULINO,167.0,0.1438,0.1113
BIRITIBA-MIRIM,51-60 ANOS,FEMININO,51.0,0.0705,0.0513
BIRITIBA-MIRIM,51-60 ANOS,MASCULINO,83.0,0.0994,0.0781
BIRITIBA-MIRIM,61-70 ANOS,FEMININO,13.0,0.0358,0.033
BIRITIBA-MIRIM,61-70 ANOS,MASCULINO,50.0,0.076,0.054
BIRITIBA-MIRIM,71-80 ANOS,FEMININO,3.0,0.021,0.0167
BIRITIBA-MIRIM,71-80 ANOS,MASCULINO,9.0,0.0195,0.0139
BIRITIBA-MIRIM,81-90 ANOS,FEMININO,0.0,0.0,0.0
BIRITIBA-MIRIM,81-90 ANOS,MASCULINO,0.0,0.0,0.0014
BIRITIBA-MIRIM,91-100 ANOS,FEMININO,0.0,0.0,0.0
BIRITIBA-MIRIM,91-100 ANOS,MASCULINO,0.0,0.0,0.0
BOA ESPERANCA DO SUL,101-120 ANOS,MASCULINO,0.0,0.0,0.0
BOA ESPERANCA DO SUL,18-21 ANOS,FEMININO,70.0,0.7955,0.7897
BOA ESPERANCA DO SUL,18-21 ANOS,MASCULINO,101.0,0.7063,0.7547
BOA ESPERANCA DO SUL,22-25 ANOS,FEMININO,104.0,0.7172,0.6873
BOA ESPERANCA DO SUL,22-25 ANOS,MASCULINO,142.0,0.6425,0.6573
BOA ESPERANCA DO SUL,26-30 ANOS,FEMININO,83.0,0.304,0.3063
BOA ESPERANCA DO SUL,26-30 ANOS,MASCULINO,77.0,0.2444,0.2813
BOA ESPERANCA DO SUL,31-40 ANOS,FEMININO,73.0,0.1233,0.1355
BOA ESPERANCA DO SUL,31-40 ANOS,MASCULINO,62.0,0.1233,0.1295
BOA ESPERANCA DO SUL,41-50 ANOS,FEMININO,32.0,0.0614,0.064
BOA ESPERANCA DO SUL,41-50 ANOS,MASCULINO,20.0,0.0565,0.0756
BOA ESPERANCA DO SUL,51-60 ANOS,FEMININO,15.0,0.0485,0.0479
BOA ESPERANCA DO SUL,51-60 ANOS,MASCULINO,14.0,0.0528,0.0617
BOA ESPERANCA DO SUL,61-70 ANOS,FEMININO,2.0,0.0109,0.0177
BOA ESPERANCA DO SUL,61-70 ANOS,MASCULINO,4.0,0.0165,0.0296
BOA ESPERANCA DO SUL,71-80 ANOS,FEMININO,2.0,0.0274,0.0205
BOA ESPERANCA DO SUL,71-80 ANOS,MASCULINO,0.0,0.0,0.0059
BOA ESPERANCA DO SUL,81-90 ANOS,FEMININO,0.0,0.0,0.0
BOA ESPERANCA DO SUL,81-90 ANOS,MASCULINO,0.0,0.0,0.0018
BOA ESPERANCA DO SUL,91-100 ANOS,FEMININO,0.0,0.0,0.0
BOA ESPERANCA DO SUL,91-100 ANOS,MASCULINO,0.0,0.0,0.0
BOCAINA,101-120 ANOS,MASCULINO,0.0,0.0,0.0
BOCAINA,18-21 ANOS,FEMININO,45.0,0.4891,0.5711
BOCAINA,18-21 ANOS,MASCULINO,90.0,0.6207,0.6474
BOCAINA,22-25 ANOS,FEMININO,58.0,0.3816,0.4481
BOCAINA,22-25 ANOS,MASCULINO,78.0,0.4937,0.4929
BOCAINA,26-30 ANOS,FEMININO,27.0,0.1084,0.1596
BOCAINA,26-30 ANOS,MASCULINO,31.0,0.1225,0.159
BOCAINA,31-40 ANOS,FEMININO,35.0,0.0647,0.0828
BOCAINA,31-40 ANOS,MASCULINO,34.0,0.0691,0.0862
BOCAINA,41-50 ANOS,FEMININO,9.0,0.0165,0.034
BOCAINA,41-50 ANOS,MASCULINO,21.0,0.0493,0.0574
BOCAINA,51-60 ANOS,FEMININO,6.0,0.0183,0.0272
BOCAINA,51-60 ANOS,MASCULINO,11.0,0.0425,0.047
BOCAINA,61-70 ANOS,FEMININO,2.0,0.0108,0.0136
BOCAINA,61-70 ANOS,MASCULINO,9.0,0.0377,0.0319
BOCAINA,71-80 ANOS,FEMININO,0.0,0.0,0.0048
BOCAINA,71-80 ANOS,MASCULINO,3.0,0.0173,0.0124
BOCAINA,81-90 ANOS,FEMININO,0.0,0.0,0.0055
BOCAINA,81-90 ANOS,MASCULINO,1.0,0.0172,0.0111
BOCAINA,91-100 ANOS,FEMININO,0.0,0.0,0.0
BOCAINA,91-100 ANOS,MASCULINO,0.0,0.0,0.0
BOFETE,18-21 ANOS,FEMININO,33.0,0.5893,0.6235
BOFETE,18-21 ANOS,MASCULINO,115.0,0.8647,0.7668
BOFETE,22-25 ANOS,FEMININO,27.0,0.2061,0.2848
BOFETE,22-25 ANOS,MASCULINO,47.0,0.331,0.3476
BOFETE,26-30 ANOS,FEMININO,31.0,0.1558,0.1677
BOFETE,26-30 ANOS,MASCULINO,51.0,0.2082,0.1865
BOFETE,31-40 ANOS,FEMININO,29.0,0.0723,0.0793
BOFETE,31-40 ANOS,MASCULINO,34.0,0.0939,0.0978
BOFETE,41-50 ANOS,FEMININO,11.0,0.0315,0.0361
BOFETE,41-50 ANOS,MASCULINO,27.0,0.0857,0.0793
BOFETE,51-60 ANOS,FEMININO,4.0,0.0152,0.0206
BOFETE,51-60 ANOS,MASCULINO,10.0,0.0375,0.0437
BOFETE,61-70 ANOS,FEMININO,2.0,0.0108,0.012
BOFETE,61-70 ANOS,MASCULINO,5.0,0.0155,0.0229
BOFETE,71-80 ANOS,FEMININO,0.0,0.0,0.0008
BOFETE,71-80 ANOS,MASCULINO,1.0,0.0039,0.0071
BOFETE,81-90 ANOS,FEMININO,0.0,0.0,0.005
BOFETE,81-90 ANOS,MASCULINO,0.0,0.0,0.0042
BOFETE,91-100 ANOS,FEMININO,0.0,0.0,0.0
BOFETE,91-100 ANOS,MASCULINO,0.0,0.0,0.0
BOITUVA,101-120 ANOS,FEMININO,0.0,0.0,0.0
BOITUVA,101-120 ANOS,MASCULINO,0.0,0.0,0.0
BOITUVA,18-21 ANOS,FEMININO,459.0,0.9444,0.895
BOITUVA,18-21 ANOS,MASCULINO,648.0,0.9446,0.9236
BOITUVA,22-25 ANOS,FEMININO,493.0,0.5472,0.5139
BOITUVA,22-25 ANOS,MASCULINO,726.0,0.5559,0.5284
BOITUVA,26-30 ANOS,FEMININO,408.0,0.2727,0.2589
BOITUVA,26-30 ANOS,MASCULINO,573.0,0.3051,0.2715
BOITUVA,31-40 ANOS,FEMININO,428.0,0.1144,0.1126
BOITUVA,31-40 ANOS,MASCULINO,718.0,0.1777,0.1579
BOITUVA,41-50 ANOS,FEMININO,282.0,0.0797,0.0791
BOITUVA,41-50 ANOS,MASCULINO,411.0,0.1119,0.1078
BOITUVA,51-60 ANOS,FEMININO,75.0,0.0357,0.0397
BOITUVA,51-60 ANOS,MASCULINO,144.0,0.0654,0.0614
BOITUVA,61-70 ANOS,FEMININO,29.0,0.021,0.0214
